dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number
YHM,YYZ,8/1/23,4800,N474D
YHM,YYZ,8/4/23,4600,N474D
YYZ,MKE,8/4/23,4600,N474D
MKE,YHM,8/5/23,4400,N474D
YHM,YYZ,8/7/23,4300,N474D
YYZ,HOU,8/7/23,16000,N474D
HOU,VNY,8/10/23,14100,N474D
VNY,SBD,8/10/23,5100,N474D
BUR,OAK,8/18/23,4200,N474D
SBD,BUR,8/18/23,6000,N474D
BUR,AZA,8/20/23,4200,N474D
OAK,BUR,8/20/23,5400,N474D
AZA,VNY,8/25/23,3800,N474D
VNY,BFI,8/25/23,10200,N474D
PHX,AUS,9/11/23,11300,N474D
AUS,DAL,9/14/23,5700,N474D
CLT,ATL,9/23/23,3400,N474D
ATL,OPF,9/27/23,6700,N474D
OPF,YYZ,10/1/23,12300,N474D
YYZ,YHM,10/22/23,3800,N474D
OPF,YHM,10/28/23,16000,N474D
YHM,YYZ,11/13/23,3800,N474D
YYZ,JFK,11/14/23,5100,N474D
JFK,YHM,11/15/23,5300,N474D
YHM,YYZ,12/1/23,3600,N474D
YYZ,HOU,12/2/23,12700,N474D
HOU,PLS,12/6/23,14900,N474D
PLS,YHM,12/19/23,18600,N474D
YHM,YYZ,1/5/24,3700,N474D
DTW,FLG,1/6/24,15700,N474D
YYZ,DTW,1/6/24,3700,N474D
FLG,HOU,1/7/24,13300,N474D
HOU,YYZ,1/14/24,12800,N474D
YYZ,YHM,1/14/24,3900,N474D
YHM,YYZ,1/24/24,4000,N474D
YYZ,JFK,1/24/24,5000,N474D
JFK,OPF,1/30/24,13200,N474D
OPF,TPA,2/1/24,4200,N474D
OPF,BNA,2/7/24,10900,N474D
TPA,OPF,2/7/24,4700,N474D
BNA,HOU,2/9/24,7500,N474D
HOU,STL,2/12/24,11200,N474D
STL,YYZ,2/14/24,8400,N474D
YYZ,PIT,2/16/24,4900,N474D
PIT,YYZ,2/18/24,5800,N474D
YYZ,CMH,2/20/24,4900,N474D
CMH,BUF,2/21/24,4300,N474D
BUF,OKC,2/29/24,11000,N474D
OKC,CGS,3/4/24,14200,N474D
CGS,MSY,3/6/24,14600,N474D
MSY,HOU,3/8/24,5000,N474D
HOU,OKC,3/18/24,4500,N474D
OKC,OPF,3/20/24,14900,N474D
OPF,JFK,3/28/24,14100,N474D
JFK,YYZ,4/6/24,5400,N474D
YYZ,YHM,4/6/24,3800,N474D
FOK,MMU,5/29/23,480,N47EG
MRY,FOK,5/29/23,2100,N47EG
LGA,LTN,6/17/23,2000,N47EG
MMU,LGA,6/17/23,270,N47EG
FOK,MMU,6/18/23,560,N47EG
LTN,FOK,6/18/23,2200,N47EG
MMU,FOK,6/24/23,500,N47EG
FOK,LTN,6/26/23,2100,N47EG
FOK,MMU,6/29/23,410,N47EG
LTN,FOK,6/29/23,2000,N47EG
MMU,LGA,7/10/23,250,N47EG
LGA,SUN,7/11/23,1400,N47EG
SUN,MVY,7/14/23,1500,N47EG
MVY,LGA,7/16/23,270,N47EG
DCA,LGA,7/19/23,250,N47EG
LGA,STS,7/20/23,1600,N47EG
STS,SFO,7/23/23,310,N47EG
SFO,LGA,7/24/23,1400,N47EG
HPN,LGA,7/28/23,240,N47EG
BWI,LBE,7/29/23,270,N47EG
LBE,RIL,7/29/23,1000,N47EG
LGA,BWI,7/29/23,310,N47EG
RIL,LGA,8/13/23,1200,N47EG
HPN,IAD,8/19/23,330,N47EG
LGA,HPN,8/19/23,230,N47EG
BDR,BDA,8/20/23,430,N47EG
HPN,BDR,8/20/23,270,N47EG
IAD,HPN,8/20/23,310,N47EG
BDA,HPN,8/25/23,600,N47EG
HPN,MMU,8/25/23,250,N47EG
MMU,FOK,8/26/23,540,N47EG
ANC,HND,8/27/23,2000,N47EG
FOK,ANC,8/27/23,2000,N47EG
HND,CHG,8/27/23,750,N47EG
CHG,HKG,8/30/23,840,N47EG
HKG,HKG,8/31/23,1200,N47EG
ANC,FOK,9/1/23,2200,N47EG
FOK,MMU,9/1/23,510,N47EG
HND,ANC,9/1/23,2100,N47EG
MMU,LGA,10/1/23,260,N47EG
LGA,DND,10/2/23,2400,N47EG
DND,GLA,10/8/23,310,N47EG
LGA,MMU,10/11/23,290,N47EG
LTN,LGA,10/11/23,2000,N47EG
MMU,LGA,10/12/23,260,N47EG
LGA,MRY,10/13/23,1700,N47EG
LGA,MMU,10/16/23,240,N47EG
MRY,LGA,10/16/23,2200,N47EG
LGA,CHS,10/28/23,500,N47EG
LGA,MMU,11/3/23,230,N47EG
MMU,LGA,11/5/23,240,N47EG
ANC,HND,11/6/23,2000,N47EG
HND,SIN,11/6/23,2100,N47EG
LGA,ANC,11/6/23,2600,N47EG
SIN,HND,11/8/23,1700,N47EG
ANC,LGA,11/9/23,2300,N47EG
PBI,LGA,11/12/23,620,N47EG
LGA,MMU,11/13/23,260,N47EG
LGA,PBI,11/17/23,760,N47EG
HPN,MMU,11/19/23,290,N47EG
PBI,HPN,11/19/23,690,N47EG
MMU,HPN,11/23/23,290,N47EG
HPN,BDA,11/24/23,520,N47EG
BDA,LGA,11/26/23,490,N47EG
LGA,MMU,11/26/23,230,N47EG
MMU,LGA,12/7/23,240,N47EG
LGA,LRM,12/8/23,920,N47EG
LGA,LTN,12/11/23,2700,N47EG
LGA,MMU,12/11/23,270,N47EG
MMU,LGA,12/11/23,240,N47EG
HPN,DCA,12/14/23,380,N47EG
LTN,HPN,12/14/23,2000,N47EG
DCA,LGA,12/15/23,240,N47EG
LGA,MMU,12/15/23,220,N47EG
LGA,BDA,12/21/23,580,N47EG
MMU,LGA,12/21/23,270,N47EG
BDA,LGA,12/24/23,470,N47EG
LGA,HPN,12/24/23,240,N47EG
HPN,NAS,12/26/23,790,N47EG
NAS,WTD,12/30/23,610,N47EG
BDR,MMU,12/31/23,290,N47EG
LGA,PBI,1/4/24,770,N47EG
MMU,LGA,1/4/24,250,N47EG
PBI,HPN,1/7/24,710,N47EG
HPN,MMU,1/8/24,240,N47EG
MMU,LGA,1/11/24,300,N47EG
LGA,PBI,1/12/24,620,N47EG
LGA,MMU,1/15/24,250,N47EG
PBI,LGA,1/15/24,580,N47EG
HPN,LGA,1/25/24,240,N47EG
LGA,DCA,1/25/24,320,N47EG
MMU,HPN,1/25/24,230,N47EG
DCA,LGA,1/26/24,250,N47EG
LGA,DCA,1/27/24,280,N47EG
DCA,HPN,1/28/24,290,N47EG
HPN,LGA,1/28/24,240,N47EG
LGA,MMU,1/28/24,210,N47EG
MMU,LGA,2/6/24,280,N47EG
HPN,MMU,2/7/24,230,N47EG
LGA,MTN,2/7/24,250,N47EG
MTN,HPN,2/7/24,350,N47EG
MMU,NAS,2/8/24,700,N47EG
NAS,WTD,2/11/24,790,N47EG
MMU,STT,2/29/24,1100,N47EG
BGM,MMU,3/1/24,580,N47EG
STT,STT,3/1/24,1000,N47EG
MMU,HPN,3/15/24,210,N47EG
HPN,STT,3/16/24,1200,N47EG
STT,STT,3/16/24,800,N47EG
PBI,NAS,3/18/24,340,N47EG
NAS,WTD,3/20/24,350,N47EG
LGA,PBI,3/21/24,580,N47EG
MMU,LGA,3/21/24,290,N47EG
PBI,MMU,3/21/24,650,N47EG
PBI,EWR,3/22/24,660,N47EG
EWR,YVR,3/23/24,1600,N47EG
MMU,PUJ,3/26/24,920,N47EG
PUJ,POP,3/26/24,980,N47EG
GUC,YVR,3/28/24,810,N47EG
YVR,YYZ,3/30/24,2100,N47EG
MMU,NAS,4/5/24,690,N47EG
MIA,MMU,4/7/24,990,N47EG
NAS,WTD,4/7/24,250,N47EG
MMU,STT,4/10/24,940,N47EG
STT,STT,4/10/24,1300,N47EG
HPN,MMU,4/11/24,290,N47EG
LGA,PBI,4/18/24,580,N47EG
MMU,LGA,4/18/24,270,N47EG
LGA,MMU,4/23/24,270,N47EG
PBI,LGA,4/23/24,710,N47EG
MMU,HPN,5/2/24,220,N47EG
HPN,SAF,5/3/24,1000,N47EG
LGA,MMU,5/6/24,280,N47EG
SAF,LGA,5/6/24,1400,N47EG
MMU,BDA,5/9/24,500,N47EG
BDA,HPN,5/12/24,560,N47EG
HPN,MMU,5/12/24,250,N47EG
MMU,LGA,5/20/24,270,N47EG
LGA,MSP,5/21/24,970,N47EG
MSP,LGA,5/22/24,980,N47EG
LGA,STS,5/24/24,1600,N47EG
STS,MMU,5/27/24,1800,N47EG
SFO,NAN,7/22/23,4600,N4DP
SAN,SFO,8/19/23,810,N4DP
SFO,SAN,8/19/23,820,N4DP
SFO,KOA,8/28/23,2600,N4DP
KOA,SFO,9/5/23,2300,N4DP
LAS,KOA,10/29/23,2300,N4DP
KOA,SFO,11/3/23,2100,N4DP
HND,KOA,11/28/23,3900,N4DP
HAO,SFO,11/29/23,1700,N4DP
KOA,NOT,12/16/23,2200,N4DP
KOA,HNL,12/21/23,280,N4DP
HNL,SMF,12/22/23,2300,N4DP
SMF,SFO,12/24/23,270,N4DP
SFO,SMF,12/25/23,280,N4DP
SMF,SYD,12/28/23,5700,N4DP
SYD,HTI,12/30/23,1000,N4DP
HTI,SYD,1/1/24,930,N4DP
BUR,SFO,1/6/24,610,N4DP
KOA,BUR,1/6/24,2300,N4DP
SFO,NOT,2/23/24,380,N4DP
SFO,TEB,2/28/24,2400,N4DP
TEB,VBG,3/1/24,2500,N4DP
SFO,PAK,3/9/24,2300,N4DP
OCH,FEP,3/19/24,1000,N4DP
SFO,RNO,3/19/24,580,N4DP
TEB,AUS,3/22/24,1400,N4DP
AUS,SFO,3/24/24,2000,N4DP
KOA,SFO,3/25/24,3400,N4DP
SFO,KOA,3/25/24,3200,N4DP
SFO,ATW,3/26/24,1900,N4DP
ATW,SFO,5/11/24,2000,N4DP
SFO,KOA,5/14/24,2200,N4DP
KOA,HNL,5/15/24,500,N4DP
HNL,LNY,5/17/24,660,N4DP
HNM,SFO,5/17/24,2200,N4DP
LNY,HNM,5/17/24,5100,N4DP
SFO,KOA,5/24/24,2700,N4DP
KOA,SFO,5/25/24,3300,N4DP
SFO,TIW,5/28/24,680,N4DP
PHX,VNY,6/1/23,160,N506AB
BNA,MEM,6/2/23,180,N506AB
DAL,SAT,6/2/23,180,N506AB
MEM,DAL,6/2/23,200,N506AB
MEM,LIT,6/3/23,110,N506AB
SAT,MEM,6/3/23,340,N506AB
LIT,IAD,6/4/23,380,N506AB
BOS,FOK,6/8/23,130,N506AB
FOK,MAF,6/9/23,780,N506AB
DAL,SAN,6/10/23,510,N506AB
MAF,DAL,6/10/23,160,N506AB
OMA,BNA,6/18/23,310,N506AB
RMG,BNA,6/19/23,110,N506AB
BUR,GRI,6/20/23,600,N506AB
DCU,LAS,6/20/23,700,N506AB
GRI,BED,6/20/23,560,N506AB
BED,IAD,6/22/23,220,N506AB
IAD,EGE,6/23/23,660,N506AB
BNA,ENW,6/27/23,220,N506AB
BNA,MEM,6/27/23,140,N506AB
EGE,OMA,6/27/23,290,N506AB
ENW,BNA,6/27/23,190,N506AB
OMA,BNA,6/27/23,300,N506AB
MEM,PHX,6/29/23,620,N506AB
LUK,MEM,7/2/23,240,N506AB
MEM,MKC,7/2/23,170,N506AB
MKC,MEM,7/2/23,200,N506AB
PHX,LUK,7/2/23,720,N506AB
MEM,BDU,7/3/23,370,N506AB
BDU,PHX,7/5/23,270,N506AB
PHX,HOU,7/6/23,460,N506AB
LIT,PHX,7/12/23,570,N506AB
MEM,ENW,7/14/23,470,N506AB
TVC,MEM,7/14/23,370,N506AB
ENW,MEM,7/15/23,250,N506AB
BNA,YIP,7/16/23,190,N506AB
YIP,BNA,7/16/23,320,N506AB
BNA,ORL,7/18/23,280,N506AB
ORL,BNA,7/18/23,250,N506AB
DYR,GSP,7/21/23,190,N506AB
DYR,PDK,7/21/23,170,N506AB
GSP,DYR,7/21/23,170,N506AB
PBI,GOA,7/22/23,3700,N506AB
PDK,MOT,7/22/23,600,N506AB
PDK,BED,7/24/23,420,N506AB
AUS,FCM,7/25/23,430,N506AB
BED,BNA,7/25/23,400,N506AB
BNA,SMD,7/25/23,140,N506AB
APA,VCT,7/26/23,400,N506AB
SMD,APA,7/26/23,500,N506AB
FCM,SBM,7/27/23,260,N506AB
SBM,BED,7/27/23,360,N506AB
BNA,PDK,7/30/23,170,N506AB
PBI,OPF,7/31/23,180,N506AB
CMH,RIC,8/8/23,220,N506AB
RIC,BNA,8/11/23,490,N506AB
GJT,EWR,8/13/23,1100,N506AB
TEB,OPF,8/16/23,560,N506AB
OPF,BNA,8/17/23,200,N506AB
BZN,JAC,9/13/23,120,N506AB
JAC,MDW,9/13/23,590,N506AB
MKC,TEB,9/18/23,620,N506AB
MEM,MDW,9/22/23,70,N506AB
TEB,MEM,9/22/23,530,N506AB
MDW,VRB,9/25/23,70,N506AB
VRB,BQK,9/28/23,220,N506AB
BED,HPN,9/29/23,120,N506AB
BHM,MEM,9/29/23,220,N506AB
BNA,DYR,9/29/23,110,N506AB
BQK,CHA,9/29/23,200,N506AB
CHA,MEM,9/29/23,220,N506AB
GSP,AHN,9/29/23,110,N506AB
MEM,BNA,9/29/23,150,N506AB
MEM,LIT,9/29/23,120,N506AB
MMV,VNY,9/29/23,910,N506AB
PHX,TUS,9/29/23,110,N506AB
VCT,AUS,9/29/23,120,N506AB
MEM,MSO,10/1/23,200,N506AB
MSO,TEX,10/2/23,200,N506AB
TEX,MEM,10/2/23,460,N506AB
MEM,LIT,10/3/23,120,N506AB
HOU,PBI,10/6/23,500,N506AB
LIT,HOU,10/6/23,200,N506AB
PBI,HOU,10/9/23,450,N506AB
HOU,MEM,10/11/23,200,N506AB
MEM,FPO,10/13/23,200,N506AB
FPO,WTD,10/15/23,430,N506AB
JAN,MEM,10/18/23,140,N506AB
MEM,ENW,10/20/23,250,N506AB
SOP,LGA,10/22/23,380,N506AB
LGA,MTN,10/23/23,140,N506AB
BNA,MKE,10/24/23,330,N506AB
IAD,PVD,10/24/23,270,N506AB
OPF,ESF,10/24/23,420,N506AB
DAL,NBG,10/26/23,330,N506AB
NBG,ESF,10/27/23,130,N506AB
BNA,TEB,11/5/23,370,N506AB
TEB,DAL,11/7/23,620,N506AB
CHS,IAD,11/9/23,370,N506AB
APF,JWN,11/10/23,420,N506AB
JWN,MEM,11/14/23,270,N506AB
VNY,TUS,11/15/23,580,N506AB
MEM,PBI,11/19/23,430,N506AB
PBI,APF,11/19/23,230,N506AB
IAD,FLL,11/28/23,470,N506AB
MEM,MDW,12/6/23,320,N506AB
MDW,MEM,12/7/23,310,N506AB
MEM,BNA,12/7/23,180,N506AB
BNA,CLL,12/10/23,350,N506AB
CLL,MSY,12/10/23,210,N506AB
MSY,LAS,12/12/23,750,N506AB
LAS,ISP,12/13/23,820,N506AB
ISP,PBI,12/15/23,450,N506AB
PBI,BNA,12/18/23,350,N506AB
BNA,TEB,12/19/23,360,N506AB
SLC,VNY,12/25/23,310,N506AB
SNA,SLC,12/25/23,260,N506AB
VNY,STL,12/26/23,730,N506AB
STL,VRB,12/27/23,460,N506AB
VRB,FMY,12/28/23,120,N506AB
FMY,TPA,12/29/23,130,N506AB
TPA,PBI,12/31/23,120,N506AB
PBI,TEB,1/1/24,430,N506AB
TEB,SRQ,1/6/24,480,N506AB
SRQ,BNA,1/7/24,350,N506AB
BNA,IND,1/10/24,300,N506AB
IND,BNA,1/10/24,170,N506AB
BNA,MEM,1/12/24,190,N506AB
MEM,MMI,1/15/24,210,N506AB
MMI,BNA,1/16/24,250,N506AB
BNA,ATL,1/20/24,210,N506AB
ATL,MKE,1/27/24,310,N506AB
MKE,ROC,1/27/24,240,N506AB
ROC,MKE,1/28/24,340,N506AB
BNA,SCF,2/6/24,660,N506AB
SCF,CRE,2/12/24,830,N506AB
VNY,ESE,2/14/24,540,N506AB
CID,FYM,2/15/24,260,N506AB
TLH,DAB,2/19/24,350,N506AB
ZPH,GUC,2/23/24,720,N506AB
GUC,SAD,2/24/24,250,N506AB
FHU,BMG,2/25/24,590,N506AB
SAD,FHU,2/25/24,400,N506AB
BMG,DAN,2/26/24,310,N506AB
DAN,AVL,2/27/24,160,N506AB
GRF,CLD,2/28/24,1500,N506AB
YIP,BNA,2/28/24,210,N506AB
BNA,SME,2/29/24,430,N506AB
CID,MKL,3/7/24,270,N506AB
AUS,BAD,3/8/24,160,N506AB
MKL,AUS,3/8/24,310,N506AB
SFO,PAK,3/9/24,2300,N506AB
BRY,CRW,3/10/24,180,N506AB
CRW,SAR,3/10/24,260,N506AB
RBD,BRY,3/10/24,360,N506AB
HVE,SZP,3/11/24,400,N506AB
BNA,ORL,3/16/24,290,N506AB
DLN,SJC,3/17/24,690,N506AB
ORL,CLU,3/17/24,370,N506AB
BNA,MQY,3/19/24,180,N506AB
ORL,OCF,3/25/24,250,N506AB
ESP,TNU,3/27/24,680,N506AB
OCF,EKY,3/27/24,190,N506AB
AHN,BNA,4/9/24,170,N506AB
DAL,AHN,4/9/24,360,N506AB
OLV,DAL,4/9/24,220,N506AB
BNA,FSD,4/10/24,360,N506AB
FSD,APA,4/11/24,250,N506AB
APA,NEW,4/13/24,530,N506AB
NEW,APA,4/15/24,550,N506AB
APA,CNY,4/17/24,190,N506AB
CNY,SUS,4/17/24,440,N506AB
SUS,EYE,4/17/24,160,N506AB
CLT,MEM,4/18/24,230,N506AB
EYE,CLT,4/18/24,210,N506AB
GAD,MQY,4/21/24,380,N506AB
MEM,GAD,4/21/24,220,N506AB
MQY,HSV,4/21/24,380,N506AB
BNA,LRF,4/22/24,210,N506AB
LRF,DFW,4/22/24,240,N506AB
DFW,TXK,4/23/24,190,N506AB
TXK,MEM,4/23/24,250,N506AB
DSI,MEM,4/28/24,210,N506AB
MEM,DSI,4/28/24,260,N506AB
MEM,ECP,5/1/24,260,N506AB
ECP,MEM,5/6/24,220,N506AB
BNA,JZI,5/10/24,220,N506AB
MEM,BNA,5/10/24,250,N506AB
JZI,SRQ,5/12/24,220,N506AB
SRQ,TEB,5/12/24,530,N506AB
TEB,MHH,5/14/24,480,N506AB
MHH,WTD,5/15/24,590,N506AB
MEM,DFW,5/21/24,320,N506AB
DFW,MEM,5/22/24,250,N506AB
MEM,TUL,5/23/24,210,N506AB
TUL,HSV,5/23/24,400,N506AB
HSV,PLN,5/24/24,490,N506AB
MEM,LUK,5/25/24,200,N506AB
PLN,MEM,5/25/24,390,N506AB
LUK,MEM,5/26/24,200,N506AB
LIT,SGT,5/28/24,180,N506AB
MEM,LIT,5/28/24,270,N506AB
TEB,SJC,9/24/23,2000,N540W
SJC,TEB,10/1/23,1900,N540W
TEB,SJC,10/5/23,2000,N540W
ATL,IAD,10/19/23,560,N540W
IAD,BOS,10/19/23,380,N540W
BOS,SJC,10/20/23,1900,N540W
SJC,TEB,10/24/23,2300,N540W
TEB,ATL,10/24/23,610,N540W
SJC,YOW,11/8/23,1800,N540W
YOW,YYZ,11/21/23,2100,N540W
STS,FDH,1/14/24,4000,N540W
FDH,SJC,1/19/24,4100,N540W
SJC,IAD,1/30/24,1700,N540W
IAD,PVF,2/25/24,1700,N540W
LTN,FRA,2/26/24,350,N540W
SJC,LTN,2/26/24,3900,N540W
FRA,AMS,2/27/24,450,N540W
AMS,BRU,2/28/24,520,N540W
BRU,BRU,2/28/24,670,N540W
SFO,FTW,3/2/24,1100,N540W
FTW,SJC,5/7/24,1100,N540W
SJC,IAD,5/21/24,1800,N540W
LAX,OXF,6/14/23,4600,N555QB
OLB,QLT,8/23/23,880,N555QB
INV,GLA,8/26/23,1500,N555QB
JKH,SMI,8/27/23,280,N555QB
OXF,SMI,9/1/23,1800,N555QB
SMI,SMI,9/4/23,1600,N555QB
TEB,LAX,11/3/23,2400,N555QB
SWF,LAX,11/19/23,2300,N555QB
SWF,YYG,12/2/23,1100,N555QB
YYG,YYZ,12/2/23,2900,N555QB
FAB,VCE,12/9/23,720,N555QB
MSE,OXF,12/12/23,730,N555QB
VCE,MSE,12/12/23,660,N555QB
OXF,MSE,12/26/23,510,N555QB
MSE,SKB,12/27/23,4000,N555QB
SKB,SKB,1/8/24,650,N555QB
HOU,BED,1/12/24,2600,N555QB
RNO,LAX,1/16/24,540,N555QB
TEB,RNO,1/16/24,2300,N555QB
LAX,LAS,1/28/24,590,N555QB
MIA,TEB,1/28/24,830,N555QB
LAX,SNS,2/23/24,510,N555QB
SNS,SJC,2/24/24,410,N555QB
CDC,CDW,2/28/24,2000,N555QB
CDW,POU,2/28/24,480,N555QB
SJC,CDC,2/28/24,470,N555QB
POU,NXP,3/9/24,2100,N555QB
SWF,TEB,4/10/24,380,N555QB
TEB,LAX,4/11/24,2300,N555QB
LAX,BTM,4/26/24,1100,N555QB
BTM,LAX,4/30/24,1100,N555QB
MMU,LGA,6/10/23,250,N5MV
LGA,LTN,6/11/23,1800,N5MV
LTN,ZRH,6/13/23,520,N5MV
ZRH,ZRH,6/14/23,500,N5MV
MAD,BCN,6/15/23,2000,N5MV
EWB,LGA,6/19/23,280,N5MV
LGA,MMU,6/19/23,280,N5MV
MMU,LGA,6/28/23,240,N5MV
BOS,DAL,6/29/23,950,N5MV
LGA,BOS,6/29/23,310,N5MV
BWI,MMU,6/30/23,260,N5MV
DAL,BWI,6/30/23,790,N5MV
MMU,TVC,7/15/23,350,N5MV
TVC,HPN,7/16/23,480,N5MV
BDA,LGA,7/20/23,440,N5MV
HPN,BDA,7/20/23,490,N5MV
EEO,MMU,7/21/23,950,N5MV
LGA,EEO,7/21/23,1200,N5MV
BDA,HPN,7/23/23,490,N5MV
HPN,BDA,7/23/23,590,N5MV
MMU,HPN,7/23/23,240,N5MV
HPN,RIL,7/24/23,1300,N5MV
PDX,RIL,7/25/23,750,N5MV
RIL,PDX,7/25/23,540,N5MV
RIL,LGA,7/28/23,1100,N5MV
LGA,RIL,7/29/23,1000,N5MV
BWI,LGA,8/2/23,190,N5MV
RIL,BWI,8/2/23,1200,N5MV
LGA,RIL,8/3/23,1200,N5MV
LGA,MMU,8/7/23,250,N5MV
RIL,LGA,8/7/23,1300,N5MV
MMU,HPN,8/8/23,240,N5MV
HPN,PTK,8/9/23,290,N5MV
PTK,RIL,8/9/23,1000,N5MV
PTK,HPN,8/13/23,350,N5MV
RIL,PTK,8/13/23,720,N5MV
HPN,MMU,8/14/23,220,N5MV
HPN,MVY,9/2/23,340,N5MV
MMU,HPN,9/2/23,300,N5MV
MVY,MMU,9/5/23,270,N5MV
MMU,DEN,9/7/23,1100,N5MV
DEN,HNL,9/8/23,1800,N5MV
HNL,DEN,9/15/23,2300,N5MV
DEN,MMU,9/16/23,1100,N5MV
MMU,ELH,9/21/23,790,N5MV
ELH,WTD,9/24/23,250,N5MV
HPN,MMU,9/24/23,290,N5MV
NAS,WTD,9/24/23,780,N5MV
MMU,LGA,10/5/23,260,N5MV
LGA,MRY,10/6/23,1700,N5MV
MRY,HPN,10/6/23,1400,N5MV
HPN,LAX,10/7/23,1500,N5MV
LAX,ONT,10/7/23,250,N5MV
ONT,MMU,10/10/23,1500,N5MV
MMU,MRY,10/15/23,1600,N5MV
MRY,SAC,10/16/23,180,N5MV
SAC,SFO,10/17/23,150,N5MV
HPN,MMU,10/18/23,250,N5MV
SFO,HPN,10/18/23,2000,N5MV
MMU,LGA,10/28/23,270,N5MV
LGA,LTN,10/29/23,1900,N5MV
LTN,LGA,11/2/23,2500,N5MV
LGA,MMU,11/3/23,280,N5MV
HPN,STT,11/4/23,1100,N5MV
MMU,HPN,11/4/23,300,N5MV
STT,STT,11/4/23,1100,N5MV
MMU,LGA,11/7/23,240,N5MV
LGA,HOU,11/9/23,780,N5MV
HOU,LGA,11/10/23,1000,N5MV
LGA,MMU,11/10/23,280,N5MV
MMU,STT,11/10/23,1100,N5MV
HPN,MMU,11/11/23,250,N5MV
STT,STT,11/11/23,930,N5MV
HPN,YQB,11/17/23,240,N5MV
MMU,HPN,11/17/23,220,N5MV
HPN,MMU,11/20/23,250,N5MV
YQB,YYZ,11/20/23,340,N5MV
MMU,PBI,11/21/23,610,N5MV
PBI,DAL,11/22/23,780,N5MV
DAL,LGA,11/26/23,1000,N5MV
LGA,MMU,11/26/23,260,N5MV
HPN,STT,12/3/23,1300,N5MV
MMU,HPN,12/3/23,270,N5MV
STT,STT,12/4/23,920,N5MV
MMU,LGA,12/5/23,230,N5MV
BGI,BGI,12/6/23,1400,N5MV
LGA,BGI,12/6/23,1900,N5MV
AGS,STT,12/8/23,820,N5MV
BGI,BGI,12/8/23,1400,N5MV
GRU,GRU,12/8/23,2100,N5MV
LGA,MMU,12/8/23,240,N5MV
MMU,AGS,12/8/23,420,N5MV
STT,STT,12/9/23,980,N5MV
HPN,STT,12/10/23,980,N5MV
STT,STT,12/10/23,1200,N5MV
LGA,EWB,12/11/23,290,N5MV
MMU,LGA,12/11/23,250,N5MV
EWB,MMU,12/12/23,280,N5MV
EWB,MMU,12/14/23,220,N5MV
LGA,EWB,12/14/23,320,N5MV
MMU,LGA,12/14/23,280,N5MV
LGA,MMU,12/15/23,250,N5MV
MMU,STT,12/15/23,960,N5MV
STT,STT,12/15/23,890,N5MV
LGA,RIL,12/16/23,1200,N5MV
MMU,LGA,12/16/23,270,N5MV
RIL,MMU,12/23/23,1400,N5MV
MMU,SKB,12/26/23,1400,N5MV
SKB,SKB,1/2/24,1300,N5MV
NAS,WTD,1/3/24,320,N5MV
NAS,WTD,1/8/24,290,N5MV
MMU,NAS,1/12/24,640,N5MV
NAS,WTD,1/16/24,620,N5MV
MMU,LGA,1/18/24,260,N5MV
LGA,LRM,1/19/24,970,N5MV
LRM,POP,1/21/24,1100,N5MV
LGA,MMU,1/22/24,270,N5MV
HPN,ALB,1/30/24,430,N5MV
MMU,HPN,1/30/24,230,N5MV
ALB,LGA,1/31/24,390,N5MV
LGA,MMU,1/31/24,250,N5MV
MMU,NAS,2/2/24,790,N5MV
NAS,WTD,2/4/24,600,N5MV
LGA,AGS,2/8/24,490,N5MV
MMU,LGA,2/8/24,230,N5MV
AGS,PBI,2/9/24,340,N5MV
LGA,MMU,2/11/24,250,N5MV
PBI,LGA,2/11/24,870,N5MV
LGA,PBI,2/15/24,660,N5MV
MMU,LGA,2/15/24,250,N5MV
PBI,MMU,2/16/24,710,N5MV
MMU,RIL,2/22/24,950,N5MV
RIL,ASE,2/25/24,270,N5MV
LGA,PBI,2/29/24,630,N5MV
MMU,LGA,2/29/24,250,N5MV
PBI,MMU,3/3/24,660,N5MV
LGA,PBI,3/7/24,570,N5MV
MMU,LGA,3/7/24,240,N5MV
LTN,MMU,3/15/24,2300,N5MV
MMU,PBI,3/15/24,600,N5MV
PBI,MMU,3/18/24,700,N5MV
MMU,QLT,3/19/24,2700,N5MV
BLR,BOM,3/21/24,1400,N5MV
QLT,OLB,3/21/24,2500,N5MV
ANC,YOW,3/27/24,1700,N5MV
HND,ANC,3/27/24,2000,N5MV
SIN,HND,3/27/24,1900,N5MV
YOW,YYZ,3/28/24,290,N5MV
MMU,GUC,3/30/24,1000,N5MV
GUC,MMU,3/31/24,1100,N5MV
MMU,LGA,4/17/24,250,N5MV
LGA,LTN,4/18/24,2500,N5MV
LGA,MMU,4/22/24,220,N5MV
LTN,LGA,4/22/24,2400,N5MV
MMU,HPN,5/7/24,260,N5MV
HPN,SFO,5/8/24,1900,N5MV
SFO,MMU,5/11/24,1600,N5MV
LGA,DAL,5/23/24,940,N5MV
DAL,BED,5/25/24,1200,N5MV
BED,LGA,5/27/24,360,N5MV
LGA,MMU,5/27/24,290,N5MV
CDW,HPN,5/28/24,270,N5MV
OAK,AUS,6/18/23,1400,N628TS
AUS,SJC,6/27/23,1600,N628TS
SJC,HHR,6/28/23,530,N628TS
HHR,AUS,6/29/23,1500,N628TS
AUS,VCT,7/22/23,250,N628TS
VCT,SJC,7/26/23,1500,N628TS
