dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number,celebrity_id,celebrity_name
OPF,SXM,1/28/24,960,N232G,45,Sergey Brin
SXM,FUL,2/3/24,2600,N232G,45,Sergey Brin
LAS,VNY,2/13/24,410,N232G,45,Sergey Brin
VNY,CNY,2/22/24,580,N232G,45,Sergey Brin
LAS,VNY,2/23/24,400,N232G,45,Sergey Brin
VNY,SHD,2/24/24,1600,N232G,45,Sergey Brin
ASE,VNY,2/29/24,540,N232G,45,Sergey Brin
SHD,ASE,2/29/24,1200,N232G,45,Sergey Brin
VNY,NRC,3/4/24,430,N232G,45,Sergey Brin
NRC,PRB,3/6/24,490,N232G,45,Sergey Brin
PRB,BFD,3/18/24,1600,N232G,45,Sergey Brin
BFD,BOS,3/21/24,470,N232G,45,Sergey Brin
TVL,ESP,3/25/24,1700,N232G,45,Sergey Brin
PMD,OAR,4/20/24,440,N232G,45,Sergey Brin
OAR,VNY,4/22/24,550,N232G,45,Sergey Brin
HVE,BOS,4/29/24,1600,N232G,45,Sergey Brin
VNY,HVE,4/29/24,390,N232G,45,Sergey Brin
BOS,TEB,5/1/24,420,N232G,45,Sergey Brin
TEB,BOS,5/2/24,430,N232G,45,Sergey Brin
SBA,CLD,5/3/24,450,N232G,45,Sergey Brin
TEB,IAD,5/7/24,350,N232G,45,Sergey Brin
IAD,TEB,5/9/24,450,N232G,45,Sergey Brin
TEB,VNY,5/9/24,2000,N232G,45,Sergey Brin
VNY,TEB,5/14/24,1800,N232G,45,Sergey Brin
TEB,VNY,5/15/24,2000,N232G,45,Sergey Brin
VNY,IAD,5/22/24,1700,N232G,45,Sergey Brin
MMU,BNA,5/29/23,740,N236MJ,35,Michael Jordan
BNA,MDW,6/2/23,270,N236MJ,35,Michael Jordan
MDW,BNA,6/5/23,280,N236MJ,35,Michael Jordan
BNA,PIT,6/17/23,330,N236MJ,35,Michael Jordan
PIT,BNA,6/18/23,380,N236MJ,35,Michael Jordan
BNA,MSP,6/23/23,490,N236MJ,35,Michael Jordan
MSP,BNA,6/25/23,450,N236MJ,35,Michael Jordan
BNA,LUK,6/30/23,410,N236MJ,35,Michael Jordan
LUK,BNA,7/2/23,380,N236MJ,35,Michael Jordan
BNA,MKC,7/7/23,330,N236MJ,35,Michael Jordan
MKC,BNA,7/9/23,340,N236MJ,35,Michael Jordan
BNA,APA,7/14/23,580,N236MJ,35,Michael Jordan
APA,BNA,7/16/23,660,N236MJ,35,Michael Jordan
BNA,PAE,7/22/23,970,N236MJ,35,Michael Jordan
PAE,BNA,7/24/23,1100,N236MJ,35,Michael Jordan
BNA,SJC,7/28/23,1000,N236MJ,35,Michael Jordan
SJC,BNA,7/30/23,1300,N236MJ,35,Michael Jordan
BNA,BUR,8/2/23,1000,N236MJ,35,Michael Jordan
BNA,BUR,8/16/23,880,N236MJ,35,Michael Jordan
BNA,BUR,8/24/23,870,N236MJ,35,Michael Jordan
YYZ,TEB,5/30/23,580,N313AR,1,Alex Rodriquez
TIV,TIV,6/1/23,580,N313AR,1,Alex Rodriquez
TSF,QLT,6/16/23,480,N313AR,1,Alex Rodriquez
GVA,ZRH,6/21/23,280,N313AR,1,Alex Rodriquez
MXP,QLT,6/22/23,1000,N313AR,1,Alex Rodriquez
DTW,BTL,6/26/23,620,N313AR,1,Alex Rodriquez
LTN,SNN,6/26/23,640,N313AR,1,Alex Rodriquez
SNN,SNN,6/27/23,3200,N313AR,1,Alex Rodriquez
BTL,DTW,7/2/23,450,N313AR,1,Alex Rodriquez
DTW,MSP,7/2/23,720,N313AR,1,Alex Rodriquez
MSP,LAS,7/7/23,1600,N313AR,1,Alex Rodriquez
LAS,SEA,7/9/23,930,N313AR,1,Alex Rodriquez
SEA,LAS,7/11/23,790,N313AR,1,Alex Rodriquez
LAS,TEB,7/15/23,2200,N313AR,1,Alex Rodriquez
TEB,OPF,7/19/23,1100,N313AR,1,Alex Rodriquez
OPF,SCH,7/22/23,1100,N313AR,1,Alex Rodriquez
SCH,TEB,7/22/23,560,N313AR,1,Alex Rodriquez
TEB,LAS,7/23/23,1800,N313AR,1,Alex Rodriquez
LAS,MSP,7/24/23,1300,N313AR,1,Alex Rodriquez
MSP,DTW,7/29/23,540,N313AR,1,Alex Rodriquez
BWI,DTW,7/31/23,780,N313AR,1,Alex Rodriquez
DTW,OPF,7/31/23,1200,N313AR,1,Alex Rodriquez
OPF,MSP,8/9/23,1600,N313AR,1,Alex Rodriquez
MSP,OPF,8/11/23,1600,N313AR,1,Alex Rodriquez
OPF,TEB,8/17/23,1200,N313AR,1,Alex Rodriquez
TEB,SFF,8/19/23,2400,N313AR,1,Alex Rodriquez
SFF,DTW,8/25/23,1900,N313AR,1,Alex Rodriquez
DTW,OPF,8/27/23,990,N313AR,1,Alex Rodriquez
OPF,IAD,8/30/23,730,N313AR,1,Alex Rodriquez
OPF,TEB,9/11/23,1000,N313AR,1,Alex Rodriquez
TEB,DTW,9/15/23,910,N313AR,1,Alex Rodriquez
DTW,FCM,9/17/23,840,N313AR,1,Alex Rodriquez
FCM,GJT,9/22/23,810,N313AR,1,Alex Rodriquez
GJT,OPF,9/25/23,1900,N313AR,1,Alex Rodriquez
OPF,ACY,9/30/23,920,N313AR,1,Alex Rodriquez
ACY,MSP,10/1/23,1200,N313AR,1,Alex Rodriquez
MSP,VNY,10/5/23,1500,N313AR,1,Alex Rodriquez
VNY,HOU,10/14/23,1400,N313AR,1,Alex Rodriquez
HOU,DAL,10/17/23,390,N313AR,1,Alex Rodriquez
DAL,HOU,10/22/23,320,N313AR,1,Alex Rodriquez
HOU,OPF,10/24/23,1000,N313AR,1,Alex Rodriquez
TEB,OPF,10/24/23,980,N313AR,1,Alex Rodriquez
OPF,DAL,10/26/23,1100,N313AR,1,Alex Rodriquez
DAL,PHX,10/29/23,450,N313AR,1,Alex Rodriquez
PHX,OPF,11/3/23,2100,N313AR,1,Alex Rodriquez
HND,SIN,11/6/23,2100,N313AR,1,Alex Rodriquez
MSP,TEB,11/9/23,1100,N313AR,1,Alex Rodriquez
DTW,MDW,11/14/23,630,N313AR,1,Alex Rodriquez
MDW,JZI,11/14/23,820,N313AR,1,Alex Rodriquez
SWF,IAD,11/14/23,680,N313AR,1,Alex Rodriquez
JZI,OPF,11/16/23,790,N313AR,1,Alex Rodriquez
OPF,DTW,11/19/23,1100,N313AR,1,Alex Rodriquez
DTW,MSP,11/22/23,750,N313AR,1,Alex Rodriquez
MSP,OPF,11/26/23,1400,N313AR,1,Alex Rodriquez
OPF,HPN,12/2/23,1300,N313AR,1,Alex Rodriquez
HPN,OPF,12/3/23,1200,N313AR,1,Alex Rodriquez
OPF,MGE,12/5/23,590,N313AR,1,Alex Rodriquez
MGE,MSP,12/6/23,860,N313AR,1,Alex Rodriquez
MGE,TEB,12/12/23,800,N313AR,1,Alex Rodriquez
MSP,MGE,12/12/23,870,N313AR,1,Alex Rodriquez
TEB,OPF,12/18/23,1100,N313AR,1,Alex Rodriquez
OPF,MSP,12/21/23,1500,N313AR,1,Alex Rodriquez
MSP,OPF,12/22/23,1600,N313AR,1,Alex Rodriquez
OKC,DFW,12/26/23,690,N313AR,1,Alex Rodriquez
OPF,OKC,12/26/23,1200,N313AR,1,Alex Rodriquez
DFW,MSP,12/27/23,830,N313AR,1,Alex Rodriquez
MSP,LRM,12/31/23,2200,N313AR,1,Alex Rodriquez
LRM,POP,1/5/24,1000,N313AR,1,Alex Rodriquez
OPF,MCO,1/9/24,280,N313AR,1,Alex Rodriquez
MCO,BOS,1/10/24,1200,N313AR,1,Alex Rodriquez
BOS,MSP,1/11/24,1100,N313AR,1,Alex Rodriquez
MSP,DTW,1/15/24,790,N313AR,1,Alex Rodriquez
DTW,MSP,1/18/24,890,N313AR,1,Alex Rodriquez
MSP,PVU,1/24/24,1300,N313AR,1,Alex Rodriquez
PVU,SJC,1/24/24,780,N313AR,1,Alex Rodriquez
SJC,VNY,1/27/24,450,N313AR,1,Alex Rodriquez
VNY,FST,1/27/24,910,N313AR,1,Alex Rodriquez
OPF,SXM,1/28/24,960,N313AR,1,Alex Rodriquez
SJC,IAD,1/31/24,2300,N313AR,1,Alex Rodriquez
VNY,PHX,2/8/24,490,N313AR,1,Alex Rodriquez
BFL,VNY,2/14/24,720,N313AR,1,Alex Rodriquez
VNY,ESE,2/14/24,540,N313AR,1,Alex Rodriquez
VNY,LVS,2/14/24,680,N313AR,1,Alex Rodriquez
VNY,OPF,2/19/24,2200,N313AR,1,Alex Rodriquez
OPF,MSP,2/23/24,1500,N313AR,1,Alex Rodriquez
CIG,SCK,2/25/24,730,N313AR,1,Alex Rodriquez
MSP,CKK,2/25/24,590,N313AR,1,Alex Rodriquez
CYL,TNT,3/1/24,770,N313AR,1,Alex Rodriquez
SRQ,EDW,3/8/24,2200,N313AR,1,Alex Rodriquez
TNT,SRQ,3/8/24,1000,N313AR,1,Alex Rodriquez
EDW,SNS,3/12/24,540,N313AR,1,Alex Rodriquez
BFD,FFL,3/13/24,920,N313AR,1,Alex Rodriquez
SZP,SLC,3/16/24,550,N313AR,1,Alex Rodriquez
SLC,SBS,3/18/24,400,N313AR,1,Alex Rodriquez
SBS,DPG,3/19/24,420,N313AR,1,Alex Rodriquez
SWF,MMH,3/21/24,1800,N313AR,1,Alex Rodriquez
ULM,EYE,3/25/24,600,N313AR,1,Alex Rodriquez
EYE,CRG,3/26/24,1000,N313AR,1,Alex Rodriquez
CRG,SAV,3/30/24,700,N313AR,1,Alex Rodriquez
SAV,INT,4/2/24,440,N313AR,1,Alex Rodriquez
INT,HHH,4/4/24,340,N313AR,1,Alex Rodriquez
OPF,PHX,4/27/24,3400,N313AR,1,Alex Rodriquez
PHX,MSP,4/29/24,1300,N313AR,1,Alex Rodriquez
MSP,APA,5/3/24,810,N313AR,1,Alex Rodriquez
APA,VNY,5/5/24,860,N313AR,1,Alex Rodriquez
VNY,APA,5/6/24,1000,N313AR,1,Alex Rodriquez
APA,VNY,5/7/24,1000,N313AR,1,Alex Rodriquez
HOU,MSP,5/9/24,1100,N313AR,1,Alex Rodriquez
VNY,HOU,5/9/24,1200,N313AR,1,Alex Rodriquez
MSP,TEB,5/13/24,980,N313AR,1,Alex Rodriquez
APA,MSP,5/15/24,730,N313AR,1,Alex Rodriquez
MSP,OPF,5/17/24,1500,N313AR,1,Alex Rodriquez
OPF,APA,5/19/24,1600,N313AR,1,Alex Rodriquez
APA,OPF,5/20/24,1500,N313AR,1,Alex Rodriquez
OPF,MSY,5/21/24,700,N313AR,1,Alex Rodriquez
STP,FLL,5/22/24,1800,N313AR,1,Alex Rodriquez
FRG,FXE,7/4/23,680,N350XX,50,Tom Cruise
FXE,TEB,7/30/23,860,N350XX,50,Tom Cruise
TEB,FXE,7/30/23,780,N350XX,50,Tom Cruise
FXE,TEB,8/6/23,870,N350XX,50,Tom Cruise
TEB,KIR,8/7/23,2000,N350XX,50,Tom Cruise
APA,LAS,8/11/23,680,N350XX,50,Tom Cruise
KIR,SNN,8/11/23,1900,N350XX,50,Tom Cruise
LAS,FXE,8/13/23,1500,N350XX,50,Tom Cruise
FXE,PHL,8/25/23,720,N350XX,50,Tom Cruise
PHL,FXE,8/27/23,620,N350XX,50,Tom Cruise
LAX,DAL,9/4/23,1300,N350XX,50,Tom Cruise
ELD,FXE,9/5/23,730,N350XX,50,Tom Cruise
NTD,ELD,9/5/23,1200,N350XX,50,Tom Cruise
FXE,LAS,9/12/23,1500,N350XX,50,Tom Cruise
LAS,FXE,9/13/23,1500,N350XX,50,Tom Cruise
FXE,NCO,9/17/23,750,N350XX,50,Tom Cruise
NCO,FXE,9/17/23,790,N350XX,50,Tom Cruise
FXE,HPN,9/20/23,780,N350XX,50,Tom Cruise
HPN,FXE,9/21/23,880,N350XX,50,Tom Cruise
BED,MDW,9/22/23,960,N350XX,50,Tom Cruise
FXE,BED,9/22/23,990,N350XX,50,Tom Cruise
MDW,FXE,9/24/23,830,N350XX,50,Tom Cruise
AVL,CHA,9/29/23,170,N350XX,50,Tom Cruise
FXE,AVL,9/29/23,520,N350XX,50,Tom Cruise
CHA,CHS,9/30/23,210,N350XX,50,Tom Cruise
CHS,FXE,10/1/23,360,N350XX,50,Tom Cruise
FXE,TRI,10/6/23,550,N350XX,50,Tom Cruise
TRI,FXE,10/8/23,560,N350XX,50,Tom Cruise
FXE,PHL,10/9/23,750,N350XX,50,Tom Cruise
PHL,FXE,10/11/23,820,N350XX,50,Tom Cruise
FXE,APA,10/12/23,1200,N350XX,50,Tom Cruise
TEB,TRI,10/13/23,460,N350XX,50,Tom Cruise
TRI,FXE,10/13/23,520,N350XX,50,Tom Cruise
FXE,TEB,10/19/23,750,N350XX,50,Tom Cruise
TEB,PBI,10/19/23,720,N350XX,50,Tom Cruise
BNA,FXE,10/20/23,580,N350XX,50,Tom Cruise
PBI,BNA,10/20/23,490,N350XX,50,Tom Cruise
FXE,TPA,10/22/23,200,N350XX,50,Tom Cruise
TPA,APC,10/22/23,1400,N350XX,50,Tom Cruise
APC,FXE,10/23/23,1700,N350XX,50,Tom Cruise
FRG,FXE,10/24/23,790,N350XX,50,Tom Cruise
BHM,MGE,11/1/23,350,N350XX,50,Tom Cruise
FXE,BHM,11/2/23,450,N350XX,50,Tom Cruise
MGE,BHM,11/2/23,210,N350XX,50,Tom Cruise
BHM,SCF,11/3/23,1100,N350XX,50,Tom Cruise
BHM,FXE,11/5/23,490,N350XX,50,Tom Cruise
SCF,BHM,11/5/23,1100,N350XX,50,Tom Cruise
TRM,FXE,11/7/23,1800,N350XX,50,Tom Cruise
VNY,TUS,11/15/23,580,N350XX,50,Tom Cruise
FXE,HPN,11/19/23,720,N350XX,50,Tom Cruise
HPN,SJC,11/20/23,1800,N350XX,50,Tom Cruise
BUR,LAS,11/22/23,300,N350XX,50,Tom Cruise
FXE,RDU,11/25/23,530,N350XX,50,Tom Cruise
RDU,MDW,11/26/23,510,N350XX,50,Tom Cruise
BVY,FXE,11/27/23,800,N350XX,50,Tom Cruise
MDW,BVY,11/27/23,560,N350XX,50,Tom Cruise
FXE,SWF,12/7/23,820,N350XX,50,Tom Cruise
SWF,FXE,12/10/23,840,N350XX,50,Tom Cruise
FXE,NAS,12/15/23,190,N350XX,50,Tom Cruise
NAS,WTD,12/16/23,830,N350XX,50,Tom Cruise
HPN,FXE,12/17/23,870,N350XX,50,Tom Cruise
APC,VNY,12/22/23,330,N350XX,50,Tom Cruise
FXE,APC,12/22/23,1800,N350XX,50,Tom Cruise
FXE,VNY,12/22/23,1500,N350XX,50,Tom Cruise
VNY,FXE,12/23/23,1700,N350XX,50,Tom Cruise
FXE,UST,12/30/23,330,N350XX,50,Tom Cruise
UST,FXE,12/30/23,450,N350XX,50,Tom Cruise
AZA,SLE,1/2/24,870,N350XX,50,Tom Cruise
SFO,FXE,1/3/24,2000,N350XX,50,Tom Cruise
FXE,PNE,1/10/24,780,N350XX,50,Tom Cruise
PNE,FXE,1/10/24,770,N350XX,50,Tom Cruise
FXE,LAX,1/16/24,1600,N350XX,50,Tom Cruise
LAX,TEB,1/17/24,1600,N350XX,50,Tom Cruise
TEB,LAS,2/1/24,1500,N350XX,50,Tom Cruise
FXE,UST,2/5/24,360,N350XX,50,Tom Cruise
MYR,LDJ,2/5/24,620,N350XX,50,Tom Cruise
VNY,PHX,2/8/24,490,N350XX,50,Tom Cruise
CTH,EDE,2/15/24,360,N350XX,50,Tom Cruise
FSM,MNI,2/15/24,1700,N350XX,50,Tom Cruise
MNI,MNI,2/15/24,640,N350XX,50,Tom Cruise
CDW,COD,2/16/24,1200,N350XX,50,Tom Cruise
COD,BCT,2/17/24,1800,N350XX,50,Tom Cruise
BVO,ISQ,3/9/24,620,N350XX,50,Tom Cruise
ISQ,YUL,3/10/24,500,N350XX,50,Tom Cruise
YUL,YYZ,3/10/24,500,N350XX,50,Tom Cruise
YYJ,YYZ,3/15/24,830,N350XX,50,Tom Cruise
HDN,FIL,3/17/24,410,N350XX,50,Tom Cruise
PUB,HDN,3/17/24,420,N350XX,50,Tom Cruise
FIL,LIT,3/19/24,750,N350XX,50,Tom Cruise
LIT,PHK,3/25/24,560,N350XX,50,Tom Cruise
PHK,FXE,3/25/24,250,N350XX,50,Tom Cruise
BLD,CNY,4/1/24,400,N350XX,50,Tom Cruise
JCT,BNA,4/1/24,590,N350XX,50,Tom Cruise
SBY,MGY,4/2/24,8600,N350XX,50,Tom Cruise
CYO,PBI,4/7/24,330,N350XX,50,Tom Cruise
PBI,PIR,4/7/24,1200,N350XX,50,Tom Cruise
PIR,CHA,4/7/24,680,N350XX,50,Tom Cruise
CHA,MMI,5/4/24,280,N350XX,50,Tom Cruise
BNA,COE,5/5/24,1000,N350XX,50,Tom Cruise
MMI,BNA,5/5/24,350,N350XX,50,Tom Cruise
COE,FXE,5/6/24,1700,N350XX,50,Tom Cruise
BCT,FNL,5/9/24,1100,N350XX,50,Tom Cruise
POP,POP,5/9/24,880,N350XX,50,Tom Cruise
FNL,MYR,5/10/24,930,N350XX,50,Tom Cruise
MYR,TRI,5/10/24,360,N350XX,50,Tom Cruise
TRI,FXE,5/11/24,440,N350XX,50,Tom Cruise
FXE,APF,5/16/24,470,N350XX,50,Tom Cruise
APF,HPN,5/17/24,790,N350XX,50,Tom Cruise
HPN,PBI,5/19/24,760,N350XX,50,Tom Cruise
PBI,TPA,5/23/24,290,N350XX,50,Tom Cruise
TPA,PVU,5/23/24,1400,N350XX,50,Tom Cruise
PVU,SJC,5/24/24,480,N350XX,50,Tom Cruise
SJC,PHL,5/24/24,2000,N350XX,50,Tom Cruise
PHL,FLL,5/25/24,890,N350XX,50,Tom Cruise
NCE,AMS,6/30/23,680,N444SC,17,Jay Z
SLC,AMS,7/1/23,3200,N444SC,17,Jay Z
AMS,BLM,7/9/23,2500,N444SC,17,Jay Z
DBV,DBV,7/31/23,3600,N444SC,17,Jay Z
NAP,QLT,7/31/23,2900,N444SC,17,Jay Z
YOW,YYZ,9/19/23,370,N444SC,17,Jay Z
TEB,SAV,9/24/23,600,N444SC,17,Jay Z
CHS,FRG,9/25/23,700,N444SC,17,Jay Z
SAV,CHS,9/25/23,200,N444SC,17,Jay Z
FRG,BOS,10/2/23,430,N444SC,17,Jay Z
BOS,TEB,10/3/23,220,N444SC,17,Jay Z
BOS,TEB,10/4/23,200,N444SC,17,Jay Z
TEB,BOS,10/4/23,240,N444SC,17,Jay Z
TEB,AMS,10/9/23,2700,N444SC,17,Jay Z
AMS,STN,10/10/23,250,N444SC,17,Jay Z
STN,TEB,10/13/23,2600,N444SC,17,Jay Z
TEB,NHZ,10/19/23,420,N444SC,17,Jay Z
NHZ,FRG,10/20/23,410,N444SC,17,Jay Z
HPN,AMS,11/4/23,2500,N444SC,17,Jay Z
FRG,NUE,1/8/24,2800,N444SC,17,Jay Z
NUE,AMS,1/10/24,470,N444SC,17,Jay Z
AMS,TEB,1/12/24,2600,N444SC,17,Jay Z
TEB,HPN,3/17/24,350,N444SC,17,Jay Z
MFR,EUG,3/25/24,1100,N444SC,17,Jay Z
TEB,SJU,3/25/24,1500,N444SC,17,Jay Z
CDW,SNY,3/26/24,1100,N444SC,17,Jay Z
TEB,CDW,3/26/24,290,N444SC,17,Jay Z
SNY,FRI,3/28/24,390,N444SC,17,Jay Z
FRI,LAR,4/7/24,630,N444SC,17,Jay Z
LAR,VNY,4/7/24,620,N444SC,17,Jay Z
VNY,LGB,4/10/24,300,N444SC,17,Jay Z
BNA,CLT,4/12/24,410,N444SC,17,Jay Z
LGB,BNA,4/12/24,1200,N444SC,17,Jay Z
CNO,TEB,4/18/24,1800,N444SC,17,Jay Z
TEB,COT,4/21/24,1400,N444SC,17,Jay Z
CLT,PSX,4/29/24,740,N444SC,17,Jay Z
TEB,VGT,4/29/24,1700,N444SC,17,Jay Z
VGT,CLT,4/29/24,1300,N444SC,17,Jay Z
EWR,OPF,5/4/24,860,N444SC,17,Jay Z
OPF,EWR,5/6/24,850,N444SC,17,Jay Z
EWR,ROG,5/13/24,840,N444SC,17,Jay Z
ROG,TEB,5/15/24,810,N444SC,17,Jay Z
TEB,YOW,5/16/24,290,N444SC,17,Jay Z
YOW,YYZ,5/16/24,480,N444SC,17,Jay Z
TEB,FRG,5/19/24,310,N444SC,17,Jay Z
FRG,CGN,5/21/24,3200,N444SC,17,Jay Z
BLY,SNN,5/27/24,2200,N444SC,17,Jay Z
CGN,FOK,5/27/24,2800,N444SC,17,Jay Z
SUX,STN,6/20/23,4600,N444WT,33,Matt Damon
JMK,SMI,6/27/23,1800,N444WT,33,Matt Damon
STN,JMK,6/27/23,1600,N444WT,33,Matt Damon
EWR,OBF,6/30/23,3700,N444WT,33,Matt Damon
ARN,ARN,7/2/23,1200,N444WT,33,Matt Damon
TPA,LCC,7/5/23,4900,N444WT,33,Matt Damon
BUR,OBF,7/28/23,6500,N444WT,33,Matt Damon
FXE,OBF,7/30/23,4800,N444WT,33,Matt Damon
TPS,QLT,7/30/23,800,N444WT,33,Matt Damon
VNY,OOL,7/31/23,6700,N444WT,33,Matt Damon
OOL,NAN,8/16/23,1800,N444WT,33,Matt Damon
NAN,NAN,8/22/23,5500,N444WT,33,Matt Damon
VNY,SAN,8/31/23,620,N444WT,33,Matt Damon
SAN,TVL,9/1/23,650,N444WT,33,Matt Damon
BUR,TVL,9/3/23,450,N444WT,33,Matt Damon
TVL,MMV,9/5/23,900,N444WT,33,Matt Damon
MMV,VNY,9/29/23,910,N444WT,33,Matt Damon
VNY,LAS,9/29/23,710,N444WT,33,Matt Damon
LAS,HIO,10/1/23,800,N444WT,33,Matt Damon
HIO,VNY,10/15/23,820,N444WT,33,Matt Damon
VNY,PSP,10/17/23,420,N444WT,33,Matt Damon
PSP,VNY,10/22/23,310,N444WT,33,Matt Damon
VNY,HIO,10/22/23,670,N444WT,33,Matt Damon
HIO,VNY,11/13/23,880,N444WT,33,Matt Damon
VNY,TUS,11/15/23,580,N444WT,33,Matt Damon
TUS,HIO,11/22/23,1100,N444WT,33,Matt Damon
HIO,VNY,12/1/23,770,N444WT,33,Matt Damon
VNY,SAN,12/2/23,410,N444WT,33,Matt Damon
SAN,VNY,12/3/23,330,N444WT,33,Matt Damon
VNY,LCY,12/6/23,6100,N444WT,33,Matt Damon
LCY,TEB,12/9/23,3600,N444WT,33,Matt Damon
TEB,HIO,12/11/23,2900,N444WT,33,Matt Damon
HIO,PSP,12/28/23,910,N444WT,33,Matt Damon
PSP,VNY,12/29/23,280,N444WT,33,Matt Damon
VNY,SKB,12/30/23,3900,N444WT,33,Matt Damon
SKB,SKB,1/2/24,4000,N444WT,33,Matt Damon
HIO,VNY,2/5/24,1100,N444WT,33,Matt Damon
VNY,SLT,2/13/24,750,N444WT,33,Matt Damon
CDS,VNY,2/17/24,1100,N444WT,33,Matt Damon
SLT,CDS,2/17/24,550,N444WT,33,Matt Damon
VNY,HIO,2/18/24,990,N444WT,33,Matt Damon
VNY,OFK,2/28/24,1700,N444WT,33,Matt Damon
OFK,VRB,2/29/24,1400,N444WT,33,Matt Damon
MRB,RNT,3/1/24,2400,N444WT,33,Matt Damon
CMA,HIO,3/8/24,780,N444WT,33,Matt Damon
UKI,VKS,3/8/24,1900,N444WT,33,Matt Damon
EDW,SNS,3/12/24,540,N444WT,33,Matt Damon
KIC,IRS,3/13/24,1700,N444WT,33,Matt Damon
VNY,BFD,3/13/24,2200,N444WT,33,Matt Damon
PBI,NAS,3/18/24,250,N444WT,33,Matt Damon
TRL,PHK,3/18/24,700,N444WT,33,Matt Damon
CVO,HIO,3/25/24,910,N444WT,33,Matt Damon
BKL,DNS,4/7/24,810,N444WT,33,Matt Damon
VNY,YKN,4/7/24,1300,N444WT,33,Matt Damon
YKN,BKL,4/7/24,800,N444WT,33,Matt Damon
DNS,VNY,4/8/24,1400,N444WT,33,Matt Damon
ATH,SMI,4/14/24,420,N444WT,33,Matt Damon
ATH,SMI,4/19/24,1300,N444WT,33,Matt Damon
SKG,SMI,4/19/24,520,N444WT,33,Matt Damon
VNY,HIO,4/22/24,1000,N444WT,33,Matt Damon
HIO,LAX,5/17/24,1200,N444WT,33,Matt Damon
LAX,TRM,5/17/24,990,N444WT,33,Matt Damon
LAX,HIO,5/19/24,920,N444WT,33,Matt Damon
TRM,LAX,5/19/24,5100,N444WT,33,Matt Damon
HIO,LAX,5/26/24,880,N444WT,33,Matt Damon
LAX,KID,5/28/24,5600,N444WT,33,Matt Damon
YHM,YYZ,6/3/23,4000,N474D,26,Lady Gaga
YYZ,YMX,6/3/23,6100,N474D,26,Lady Gaga
YMX,YYZ,6/4/23,5600,N474D,26,Lady Gaga
YYZ,YHM,6/4/23,3700,N474D,26,Lady Gaga
YHM,YYZ,6/15/23,3700,N474D,26,Lady Gaga
YYZ,IAH,6/16/23,12900,N474D,26,Lady Gaga
MEM,GYY,7/1/23,4400,N474D,26,Lady Gaga
GYY,YHM,7/7/23,4200,N474D,26,Lady Gaga
YHM,YYZ,7/9/23,5700,N474D,26,Lady Gaga
DTW,BED,7/10/23,6500,N474D,26,Lady Gaga
BED,YMX,7/14/23,5800,N474D,26,Lady Gaga
JFK,YHM,7/17/23,6300,N474D,26,Lady Gaga
YMX,YYZ,7/17/23,4500,N474D,26,Lady Gaga
YHM,YYZ,8/1/23,4800,N474D,26,Lady Gaga
YHM,YYZ,8/4/23,4600,N474D,26,Lady Gaga
YYZ,MKE,8/4/23,4600,N474D,26,Lady Gaga
MKE,YHM,8/5/23,4400,N474D,26,Lady Gaga
YHM,YYZ,8/7/23,4300,N474D,26,Lady Gaga
YYZ,HOU,8/7/23,16000,N474D,26,Lady Gaga
HOU,VNY,8/10/23,14100,N474D,26,Lady Gaga
VNY,SBD,8/10/23,5100,N474D,26,Lady Gaga
BUR,OAK,8/18/23,4200,N474D,26,Lady Gaga
SBD,BUR,8/18/23,6000,N474D,26,Lady Gaga
BUR,AZA,8/20/23,4200,N474D,26,Lady Gaga
OAK,BUR,8/20/23,5400,N474D,26,Lady Gaga
AZA,VNY,8/25/23,3800,N474D,26,Lady Gaga
VNY,BFI,8/25/23,10200,N474D,26,Lady Gaga
PHX,AUS,9/11/23,11300,N474D,26,Lady Gaga
AUS,DAL,9/14/23,5700,N474D,26,Lady Gaga
CLT,ATL,9/23/23,3400,N474D,26,Lady Gaga
ATL,OPF,9/27/23,6700,N474D,26,Lady Gaga
OPF,YYZ,10/1/23,12300,N474D,26,Lady Gaga
YYZ,YHM,10/22/23,3800,N474D,26,Lady Gaga
OPF,YHM,10/28/23,16000,N474D,26,Lady Gaga
YHM,YYZ,11/13/23,3800,N474D,26,Lady Gaga
YYZ,JFK,11/14/23,5100,N474D,26,Lady Gaga
JFK,YHM,11/15/23,5300,N474D,26,Lady Gaga
YHM,YYZ,12/1/23,3600,N474D,26,Lady Gaga
YYZ,HOU,12/2/23,12700,N474D,26,Lady Gaga
HOU,PLS,12/6/23,14900,N474D,26,Lady Gaga
PLS,YHM,12/19/23,18600,N474D,26,Lady Gaga
YHM,YYZ,1/5/24,3700,N474D,26,Lady Gaga
DTW,FLG,1/6/24,15700,N474D,26,Lady Gaga
YYZ,DTW,1/6/24,3700,N474D,26,Lady Gaga
FLG,HOU,1/7/24,13300,N474D,26,Lady Gaga
HOU,YYZ,1/14/24,12800,N474D,26,Lady Gaga
YYZ,YHM,1/14/24,3900,N474D,26,Lady Gaga
YHM,YYZ,1/24/24,4000,N474D,26,Lady Gaga
YYZ,JFK,1/24/24,5000,N474D,26,Lady Gaga
JFK,OPF,1/30/24,13200,N474D,26,Lady Gaga
OPF,TPA,2/1/24,4200,N474D,26,Lady Gaga
OPF,BNA,2/7/24,10900,N474D,26,Lady Gaga
TPA,OPF,2/7/24,4700,N474D,26,Lady Gaga
