airport_code,airport_name,latitude,longitude
BAZ,Barcelos Airport,-0.981292,-62.9196
BBA,Balmaceda Airport,-45.9161,-71.6895
BBB,Benson Municipal Airport,45.3319,-95.6506
BBC,Bay City Municipal Airport,28.9733,-95.8635
BBD,Curtis Field,31.1793,-99.3239
BBG,Butaritari Atoll Airport,3.08583,172.811
BBH,Stralsund-Barth Airport,54.3383,12.7105
BBI,Biju Patnaik International Airport,20.2444,85.8178
BBJ,Bitburg Airport ,49.9453,6.565
BBK,Kasane Airport,-17.8329,25.1624
BBL,Ballera Airport,-27.4056,141.809
BBM,Battambang Airport,13.0956,103.224
BBN,Bario Airport,3.73389,115.479
BBO,Berbera Airport,10.3892,44.9411
BBP,Bembridge Airport,50.6781,-1.10944
BBQ,Barbuda Codrington Airport,17.6358,-61.8286
BBR,Baillif Airport,16.0133,-61.7422
BBS,Blackbushe Airport,51.3239,-0.8475
BBT,Berberati Airport,4.22158,15.7864
BBV,Nero-Mer Airport,4.64341,-6.92396
BBW,Broken Bow Municipal Airport,41.4365,-99.6422
BBX,Wings Field,40.1375,-75.2651
BBY,Bambari Airport,5.84694,20.6475
BBZ,Zambezi Airport,-13.537,23.1081
BCA,Gustavo Rizo Airport,20.3653,-74.5062
BCB,Virginia Tech Montgomery Executive Airport,37.2076,-80.4078
BCC,Bear Creek 3 Airport,63.5733,-156.149
BCD,Bacolod-Silay International Airport,10.7764,123.015
BCE,Bryce Canyon Airport,37.7064,-112.145
BCF,Bouca Airport,6.517,18.267
BCG,Bemichi Airport,7.7,-59.1667
BCH,Baucau Airport,-8.48903,126.401
BCI,Barcaldine Airport,-23.5653,145.307
BCK,Bolwarra Airport,-17.3883,144.169
BCL,Barra del Colorado Airport,10.7687,-83.5856
BCM,Bacau International Airport,46.5219,26.9103
BCN,Barcelona El Prat Airport,41.2971,2.07846
BCO,Baco Airport (Jinka Airport),5.78287,36.562
BCP,Bambu Airport,-5.86361,146.492
BCQ,Brak Airport,27.653,14.272
BCR,Novo Campo Airport,-8.83456,-67.3124
BCS,Southern Seaplane Airport,29.8661,-90.0222
BCT,Boca Raton Airport,26.3785,-80.1077
BCU,Bauchi State Airport,10.4828,9.744
BCV,Hector Silva Airstrip,17.2696,-88.7765
BCW,Benguerra Island Airport,-21.8533,35.4383
BCX,Beloretsk Airport,53.9381,58.34
BCY,Bulchi Airport,6.21667,36.6667
BCZ,Bickerton Island Airport,-13.7808,136.202
BDA,L.F. Wade International Airport,32.364,-64.6787
BDB,Bundaberg Airport,-24.9039,152.319
BDC,Barra do Corda Airport,-5.5025,-45.2158
BDD,Badu Island Airport,-10.15,142.173
BDE,Baudette International Airport,48.7284,-94.6122
BDF,Rinkenberger RLA Airport,41.2309,-89.6157
BDG,Blanding Municipal Airport,37.5833,-109.483
BDH,Bandar Lengeh Airport,26.532,54.8248
BDI,Bird Island Airport,-3.72472,55.2053
BDJ,Syamsudin Noor Airport,-3.44236,114.763
BDK,Soko Airport,8.01722,-2.76194
BDL,Bradley International Airport,41.9392,-72.6833
BDM,Bandirma Airport,40.318,27.9777
BDN,Talhar Airport,24.8415,68.8384
BDO,Husein Sastranegara International Airport,-6.90063,107.576
BDP,Bhadrapur Airport (Chandragadhi Airport),26.5708,88.0796
BDQ,Vadodara Airport (Civil Airport Harni),22.3362,73.2263
BDR,Igor I. Sikorsky Memorial Airport,41.1635,-73.1262
BDS,Brindisi - Salento Airport,40.6576,17.947
BDT,Gbadolite Airport,4.25321,20.9753
BDU,Bardufoss Airport,69.0558,18.5404
BDV,Moba Airport,-7.067,29.783
BDW,Bedford Downs Airport,-17.2867,127.463
BDX,Broadus Airport,45.4725,-105.454
BDY,Bandon State Airport,43.0865,-124.408
BDZ,Baindoung Airport,-6.34722,146.942
BEA,Bereina Airport,-8.64,146.508
BEB,Benbecula Airport,57.4811,-7.36278
BEC,Beech Factory Airport,37.6945,-97.215
BED,Laurence G. Hanscom Field,42.47,-71.289
BEE,Beagle Bay Airport,-17.0165,122.646
BEF,Bluefields Airport,11.991,-83.7741
BEG,Belgrade Nikola Tesla Airport,44.8184,20.3091
BEH,Southwest Michigan Regional Airport,42.1286,-86.4285
BEI,Beica Airport,9.38639,34.5219
BEJ,Kalimarau Airport,2.1555,117.432
BEK,Bareilly Airport,28.4221,79.4508
BEL,Val de Cans International Airport,-1.37925,-48.4763
BEM,Beni Mellal Airport,32.4019,-6.31591
BEN,Benina International Airport,32.0968,20.2695
BEO,Lake Macquarie Airport (Belmont Airport),-33.0667,151.648
BEP,Bellary Airport,15.1628,76.8828
BEQ,RAF Honington,52.3426,0.772939
BER,Berlin Brandenburg Airport,52.3514,13.4939
BES,Brest Bretagne Airport,48.4479,-4.41854
BET,Bethel Airport,60.7798,-161.838
BEU,Bedourie Airport,-24.3461,139.46
BEV,Beersheba Airport,31.287,34.723
BEW,Beira Airport,-19.7964,34.9076
BEX,RAF Benson,51.6164,-1.09583
BEY,Beirut-Rafic Hariri International Airport / Beirut Air Base,33.8209,35.4884
BEZ,Beru Island Airport,-1.35472,176.007
BFA,Bahia Negra Airport,-20.2246,-58.1792
BFC,Bloomfield Airport,-15.8736,145.33
BFD,Bradford Regional Airport,41.8031,-78.6401
BFE,Bielefeld Airport,51.9647,8.54444
BFF,Western Nebraska Regional Airport (William B. Heilig Field),41.874,-103.596
BFG,Bullfrog Basin Airport,37.5458,-110.713
BFH,Bacacheri Airport,-25.4051,-49.232
BFI,Boeing Field/King County International Airport,47.53,-122.302
BFJ,Bijie Feixiong Airport,27.2671,105.472
BFK,Buckley Air Force Base,39.7017,-104.752
BFL,Meadows Field Airport,35.4336,-119.057
BFM,Mobile Downtown Airport,30.6268,-88.0681
BFN,Bloemfontein Airport,-29.0927,26.3024
BFO,Buffalo Range Airport,-21.0081,31.5786
BFP,Beaver County Airport,40.7725,-80.3914
BFQ,Bahia Pina Airport,7.583,-78.2
BFR,Virgil I. Grissom Municipal Airport,38.84,-86.4454
BFS,Belfast International Airport,54.6575,-6.21583
BFT,Beaufort County Airport,32.4122,-80.6344
BFU,Bengbu Airport,32.8477,117.32
BFV,Buriram Airport,15.2295,103.253
BFW,Sidi Bel Abbes Airport,35.1718,-0.593275
BFX,Bafoussam Airport,5.53692,10.3546
BGA,Palonegro International Airport,7.1265,-73.1848
BGB,Booue Airport,-0.1075,11.9438
BGC,Braganca Airport,41.8578,-6.70713
BGD,Hutchinson County Airport,35.7009,-101.394
BGE,Decatur County Industrial Air Park,30.9715,-84.6374
BGF,Bangui M'Poko International Airport,4.39848,18.5188
BGG,Bingol Airport,38.8593,40.596
BGH,Abbaye Airport,16.6333,-14.2
BGI,Grantley Adams International Airport,13.0746,-59.4925
BGJ,Borgarfjorour Eystri Airport,65.5164,-13.805
BGK,Big Creek Airport,16.5194,-88.4079
BGL,Balewa Airport,28.2128,83.6663
BGM,Greater Binghamton Airport (Edwin A. Link Field),42.2087,-75.9798
BGN,Belaya Gora Airport,68.5566,146.232
BGO,Bergen Airport,60.2934,5.21814
BGP,Bongo Airport,-2.1713,10.2088
BGQ,Big Lake Airport,61.5361,-149.814
BGR,Bangor International Airport,44.8074,-68.8281
BGT,Bagdad Airport,34.5959,-113.17
BGU,Bangassou Airport,4.785,22.781
BGV,Bento Goncalves Airport,-29.1483,-51.5364
BGW,Baghdad International Airport,33.2625,44.2346
BGX,Comandante Gustavo Kraemer Airport,-31.3905,-54.1122
BGZ,Braga Airport,41.5871,-8.44514
BHA,Los Perales Airport,-0.608111,-80.4027
BHB,Hancock County-Bar Harbor Airport,44.45,-68.3615
BHD,George Best Belfast City Airport,54.6181,-5.8725
BHE,Woodbourne Airport,-41.5183,173.87
BHF,Bahia Cupica Airport,6.55,-77.3263
BHG,Brus Laguna Airport,15.7631,-84.5436
BHH,Bisha Domestic Airport,19.9844,42.6209
BHI,Comandante Espora Airport,-38.725,-62.1693
BHJ,Bhuj Airport / Bhuj Rudra Mata Air Force Base,23.2878,69.6702
BHK,Bukhara International Airport,39.775,64.4833
BHL,Bahia de los Angeles Airport,28.9786,-113.561
BHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535
BHN,Beihan Airport,14.782,45.7201
BHO,Raja Bhoj Airport,23.2875,77.3374
BHP,Bhojpur Airport,27.1474,87.0508
BHQ,Broken Hill Airport,-32.0014,141.472
BHR,Bharatpur Airport,27.6781,84.4294
BHS,Bathurst Airport,-33.4094,149.652
BHT,Brighton Downs Airport,-23.3639,141.563
BHU,Bhavnagar Airport,21.7522,72.1852
BHV,Bahawalpur Airport,29.3481,71.718
BHW,Bhagatanwala Airport,32.0561,72.9484
BHX,Birmingham Airport,52.4539,-1.74803
BHY,Beihai Fucheng Airport,21.5394,109.294
BIA,Bastia - Poretta Airport,42.5527,9.48373
BIB,Baidoa Airport,3.10222,43.6286
BID,Block Island State Airport,41.1681,-71.5778
BIE,Beatrice Municipal Airport,40.3013,-96.7541
BIF,Biggs Army Airfield,31.8495,-106.38
BIG,Allen Army Airfield,63.9945,-145.722
BIH,Eastern Sierra Regional Airport,37.3731,-118.364
BII,Bikini Atoll Airport,11.5225,165.565
BIJ,Biliau Airport,-5.578,146.339
BIK,Frans Kaisiepo Airport,-1.19002,136.108
BIL,Billings Logan International Airport,45.8077,-108.543
BIM,South Bimini Airport,25.6999,-79.2647
BIN,Bamyan Airport,34.817,67.817
BIO,Bilbao Airport,43.3011,-2.91061
BIP,Bulimba Airport,-16.8808,143.479
BIQ,Biarritz Pays Basque Airport,43.4683,-1.53111
BIR,Biratnagar Airport,26.4815,87.264
BIS,Bismarck Municipal Airport,46.7727,-100.746
BIT,Baitadi Airport,29.4653,80.5492
BIU,Bildudalur Airport,65.6413,-23.5462
BIV,Bria Airport,6.52778,21.9894
BIW,Billiluna Airport,-19.5667,127.667
BIX,Keesler Air Force Base,30.4104,-88.9244
BIY,Bhisho Airport,-32.8971,27.2791
BIZ,Bimin Airport,-5.28611,142.033
BJA,Soummam - Abane Ramdane Airport,36.712,5.06992
BJB,Bojnord Airport,37.493,57.3082
BJC,Rocky Mountain Metropolitan Airport,39.9088,-105.117
BJD,Bakkafjorour Airport,66.0219,-14.8244
BJE,Baleela Airport,11.1994,28.5231
BJF,Batsfjord Airport,70.6005,29.6914
BJG,Kotamobagu Mopait Airport,-0.972896,122.145
BJH,Bajhang Airport,29.539,81.1854
BJI,Bemidji Regional Airport,47.5094,-94.9337
BJJ,Wayne County Airport,40.8748,-81.8883
BJK,Benjina Airport (Nangasuri Airport),-6.0662,134.274
BJL,Banjul International Airport,13.338,-16.6522
BJM,Bujumbura International Airport,-3.32402,29.3185
BJN,Bajone Airport,-17.1833,37.95
BJO,Bermejo Airport,-22.7733,-64.3129
BJP,Arthur Siqueira-Braganca Paulista State Airport,-22.9792,-46.5375
BJQ,Bahja Airport,19.8731,56.0678
BJR,Bahir Dar Airport,11.6081,37.3216
BJT,Bentota River Airport,6.431,79.996
BJU,Bajura Airport,29.502,81.669
BJV,Milas-Bodrum Airport,37.2506,27.6643
BJW,Bajawa Soa Airport,-8.70743,121.057
BJX,Del Bajio International Airport (Guanajuato Int'l Airport),20.9935,-101.481
BJY,Batajnica Air Base,44.9353,20.2575
BJZ,Badajoz Airport (Talavera la Real Air Base),38.8913,-6.82133
BKA,Bykovo Airport,55.6226,38.0661
BKB,Nal Airport,28.0706,73.2072
BKC,Buckland Airport,65.9816,-161.149
BKD,Stephens County Airport,32.719,-98.891
BKE,Baker City Municipal Airport,44.8373,-117.809
BKF,Lake Brooks Seaplane Base,58.5548,-155.777
BKG,Branson Airport,36.5321,-93.2005
BKH,Barking Sands PMRF,22.0228,-159.785
BKI,Kota Kinabalu International Airport,5.93721,116.051
BKJ,Boke Baralande Airport,10.9658,-14.2811
BKK,Suvarnabhumi Airport,13.6811,100.747
BKL,Cleveland Burke Lakefront Airport,41.5175,-81.6833
BKM,Bakelalan Airport,3.974,115.618
BKN,Balkanabat Airport,39.4806,54.366
BKO,Bamako-Senou International Airport,12.5335,-7.94994
BKP,Barkly Downs Airport,-20.4958,138.475
BKQ,Blackall Airport,-24.4278,145.429
BKR,Bokoro Airport,12.383,17.067
BKS,Fatmawati Soekarno Airport,-3.8637,102.339
BKT,Blackstone Army Airfield (Allen C. Perkinson Airport),37.0742,-77.9575
BKU,Betioky Airport,-23.733,44.389
BKW,Raleigh County Memorial Airport,37.7873,-81.1242
BKX,Brookings Regional Airport,44.3048,-96.8169
BKY,Kavumu Airport,-2.30898,28.8088
BKZ,Bukoba Airport,-1.332,31.8212
BLA,General Jose Antonio Anzoategui International Airport,10.1111,-64.6922
BLB,Panama Pacifico International Airport,8.91479,-79.5996
BLC,Bali Airport,5.89528,10.0339
BLD,Boulder City Municipal Airport,35.9475,-114.861
BLE,Dala Airport (Borlange Airport),60.422,15.5152
BLF,Mercer County Airport,37.2958,-81.2077
BLG,Belaga Airport,2.65,113.767
BLH,Blythe Airport,33.6192,-114.717
BLI,Bellingham International Airport,48.7928,-122.538
BLJ,Mostepha Ben Boulaid Airport,35.7521,6.30859
BLK,Blackpool Airport,53.7717,-3.02861
BLL,Billund Airport,55.7403,9.15178
BLM,Monmouth Executive Airport,40.1869,-74.1249
BLN,Benalla Airport,-36.5519,146.007
BLO,Blonduos Airport,65.645,-20.2875
BLP,Huallaga Airport,-7.06056,-76.5822
BLQ,Bologna Guglielmo Marconi Airport,44.5354,11.2887
BLR,Kempegowda International Airport,13.1979,77.7063
BLS,Bollon Airport,-28.0583,147.483
BLT,Blackwater Airport,-23.6031,148.807
BLU,Blue Canyon-Nyack Airport,39.275,-120.71
BLV,MidAmerica St. Louis Airport / Scott Air Force Base,38.5452,-89.8352
BLX,Belluno Airport,46.1665,12.2504
BLY,Belmullet Aerodrome,54.2228,-10.0308
BLZ,Chileka International Airport,-15.6791,34.974
BMB,Bumba Airport,2.18278,22.4817
BMC,Brigham City Airport,41.5524,-112.062
BMD,Belo sur Tsiribihina Airport,-19.6867,44.5419
BME,Broome International Airport,-17.9447,122.232
BMF,Bakouma Airport,5.694,22.801
BMG,Monroe County Airport,39.146,-86.6167
BMH,Bomai Airport,-6.37317,144.637
BMI,Central Illinois Regional Airport,40.4771,-88.9159
BMJ,Baramita Airport,7.37012,-60.488
BMK,Borkum Airfield,53.5964,6.70917
BML,Berlin Regional Airport,44.5754,-71.1759
BMM,Bitam Airport,2.07564,11.4932
BMN,Bamarni Airport,37.0988,43.2666
BMO,Bhamo Airport,24.269,97.2462
BMP,Brampton Island Airport,-20.8033,149.27
BMQ,Bamburi Airport,-3.98191,39.7308
BMR,Baltrum Airport,53.7247,7.37333
BMS,Socrates Mariani Bittencourt Airport,-14.2554,-41.8175
BMT,Beaumont Municipal Airport,30.0707,-94.2158
BMU,Sultan Muhammad Salahudin Airport (Bima Airport),-8.53965,118.687
BMV,Buon Ma Thuot Airport,12.6683,108.12
BMW,Bordj Mokhtar Airport,21.375,0.923889
BMX,Big Mountain Air Force Station,59.3612,-155.259
BMY,Ile Art - Waala Airport,-19.7206,163.661
BMZ,Bamu Airport,-7.8485,143.243
BNA,Nashville International Airport,36.1245,-86.6782
BNB,Boende Airport,-0.217,20.85
BNC,Beni Airport,0.575,29.4739
BND,Bandar Abbas International Airport,27.2183,56.3778
BNE,Brisbane Airport,-27.3842,153.117
BNF,Warm Springs Bay Seaplane Base,57.0888,-134.833
BNG,Banning Municipal Airport,33.9231,-116.851
BNI,Benin Airport,6.31698,5.5995
BNK,Ballina Byron Gateway Airport,-28.8339,153.562
BNL,Barnwell Regional Airport,33.2578,-81.3883
BNM,Bodinumu Airport,-9.10778,147.667
BNN,Bronnoysund Airport,65.4611,12.2175
BNO,Burns Municipal Airport,43.5919,-118.955
BNP,Bannu Airport,32.9729,70.5279
BNQ,Baganga Airport,7.61194,126.569
BNR,Banfora Airport,10.683,-4.717
BNS,Barinas Airport,8.615,-70.2142
BNT,Bundi Airport,-5.74222,145.227
BNU,Blumenau Airport,-26.8306,-49.0903
BNV,Boana Airport,-6.433,146.825
BNW,Boone Municipal Airport,42.0496,-93.8476
BNX,Banja Luka International Airport,44.9414,17.2975
BNY,Bellona/Anua Airport,-11.3022,159.798
BNZ,Banz Airport,-5.807,144.623
BOA,Boma Airport,-5.854,13.064
BOB,Bora Bora Airport (Motu Mute Airport),-16.4444,-151.751
BOC,Bocas del Toro Isla Colon International Airport,9.34085,-82.2508
BOD,Bordeaux-Merignac Airport,44.8283,-0.715556
BOE,Boundji Airport,-1.033,15.383
BOG,El Dorado International Airport,4.70159,-74.1469
BOH,Bournemouth Airport,50.78,-1.8425
BOI,Boise Air Terminal (Gowen Field),43.5644,-116.223
BOJ,Burgas Airport,42.5696,27.5152
BOK,Brookings Airport,42.0746,-124.29
BOL,Ballykelly Airfield (RAF Ballykelly),55.0544,-7.02
BOM,Chhatrapati Shivaji International Airport,19.0887,72.8679
BON,Flamingo International Airport,12.131,-68.2685
BOO,Bodo Airport,67.2692,14.3653
BOP,Bouar Airport,5.958,15.637
BOQ,Boku Airport,-6.5427,155.342
BOS,Logan International Airport,42.3643,-71.0052
BOT,Bosset Airport,-7.23726,141.106
BOU,Bourges Airport,47.0581,2.37028
BOV,Boang Island Airport,-3.3834,153.281
BOW,Bartow Municipal Airport,27.9434,-81.7834
BOX,Borroloola Airport,-16.0753,136.302
BOY,Bobo Dioulasso Airport,11.1601,-4.33097
BOZ,Bozoum Airport,6.34417,16.3219
BPB,Boridi Airport,-9.13333,147.533
BPC,Bamenda Airport,6.03924,10.1226
BPD,Bapi Airport,-7.74361,147.021
BPE,Qinhuangdao Beidaihe Airport,39.6664,119.059
BPF,Batuna Airport,-8.56203,158.119
BPG,Barra do Garcas Airport,-15.8613,-52.3889
BPH,Bislig Airport,8.19595,126.322
BPI,Miley Memorial Field,42.5851,-110.111
BPK,Biangabip Airport,-5.52639,141.745
BPL,Bole Alashankou Airport,44.895,82.3
BPM,Begumpet Airport,17.4531,78.4676
BPN,Sultan Aji Muhammad Sulaiman Airport,-1.26827,116.894
BPS,Porto Seguro Airport,-16.4386,-39.0809
BPT,Jack Brooks Regional Airport,29.9508,-94.0207
BPX,Qamdo Bamda Airport,30.5536,97.1083
BPY,Besalampy Airport,-16.7445,44.4825
BQA,Dr. Juan C. Angara Airport,15.7293,121.5
BQB,Busselton Regional Airport,-33.6884,115.402
BQE,Bubaque Airport,11.2974,-15.8381
BQG,Bogorodskoye Airport,52.38,140.448
BQH,London Biggin Hill Airport,51.3308,0.0325
BQI,Bagani Airport,-18.1181,21.6244
BQJ,Batagay Airport,67.648,134.695
BQK,Brunswick Golden Isles Airport,31.2588,-81.4665
BQL,Boulia Airport,-22.9133,139.9
BQN,Rafael Hernandez Airport,18.4949,-67.1294
BQO,Tehini Airport,9.2775,-3.02528
BQQ,Barra Airport (Brazil),-11.0808,-43.1475
BQS,Ignatyevo Airport,50.4254,127.412
BQT,Brest Airport,52.1083,23.8981
BQU,J. F. Mitchell Airport,12.9884,-61.262
BQV,Bartlett Cove Seaplane Base,58.4552,-135.885
BQW,Balgo Hill Airport,-20.1483,127.973
BRA,Barreiras Airport,-12.0789,-45.009
BRB,Barreirinhas Airport,-2.75663,-42.8057
BRC,San Carlos de Bariloche Airport,-41.1512,-71.1575
BRD,Brainerd Lakes Regional Airport,46.3983,-94.1381
BRE,Bremen Airport,53.0475,8.78667
BRH,Brahman Airport,-5.7,145.367
BRI,Bari Karol Wojtyla Airport,41.1389,16.7606
BRJ,Bright Airport,-36.733,146.967
BRK,Bourke Airport,-30.0392,145.952
BRL,Southeast Iowa Regional Airport,40.7832,-91.1255
BRM,Jacinto Lara International Airport,10.0427,-69.3586
BRN,Bern Airport,46.9141,7.49715
BRO,Brownsville/South Padre Island International Airport,25.9068,-97.4259
BRP,Biaru Airport,-7.6693,146.759
BRQ,Brno-Turany Airport,49.1513,16.6944
BRR,Barra Airport,57.0228,-7.44306
BRS,Bristol Airport,51.3827,-2.71909
BRT,Bathurst Island Airport,-11.7692,130.62
BRU,Brussels Airport (Zaventem Airport),50.9014,4.48444
BRV,Bremerhaven Airport,53.5069,8.57278
BRW,Wiley Post-Will Rogers Memorial Airport,71.2854,-156.766
BRX,Maria Montez International Airport,18.2515,-71.1204
BRY,Samuels Field,37.8143,-85.4996
BSA,Bender Qassim International Airport,11.2753,49.1494
BSB,Brasilia International Airport (Presidente J. Kubitschek Int'l Airport),-15.8692,-47.9208
BSC,Jose Celestino Mutis Airport,6.20292,-77.3947
BSD,Baoshan Yunduan Airport,25.0533,99.1683
BSE,Sematan Airport,1.81361,109.763
BSF,Bradshaw Army Airfield,19.7601,-155.554
BSG,Bata Airport,1.90547,9.80568
BSI,Balesin Airport,14.4194,122.039
BSJ,Bairnsdale Airport,-37.8875,147.568
BSK,Biskra Airport,34.7933,5.73823
BSM,Bishe Kola Air Base,36.6551,52.3496
BSN,Bossangoa Airport,6.492,17.429
BSO,Basco Airport,20.4513,121.98
BSP,Bensbach Airport,-8.85806,141.259
BSQ,Bisbee Municipal Airport,31.364,-109.883
BSR,Basra International Airport,30.5491,47.6621
BSS,Balsas Airport,-7.52603,-46.0533
BST,Bost Airport,31.5597,64.365
BSU,Basankusu Airport,1.22472,19.7889
BSV,Besakoa Airport,-15.6725,47.0617
BSW,Boswell Bay Airport,60.4231,-146.146
BSX,Pathein Airport,16.8152,94.7799
BSY,Bardera Airport,2.33611,42.3078
BTA,Bertoua Airport,4.54861,13.7261
BTB,Betou Airport,3.05,18.5
BTC,Batticaloa Airport,7.70576,81.6788
BTD,Brunette Downs Airport,-18.64,135.938
BTE,Sherbro International Airport,7.53242,-12.5189
BTF,Skypark Airport,40.8694,-111.927
BTG,Batangafo Airport,7.31411,18.3088
BTH,Hang Nadim Airport,1.12103,104.119
BTI,Barter Island LRRS Airport,70.134,-143.582
BTJ,Sultan Iskandar Muda International Airport,5.52287,95.4206
BTK,Bratsk Airport,56.3706,101.698
BTL,W. K. Kellogg Airport,42.3073,-85.2515
BTM,Bert Mooney Airport,45.9548,-112.497
BTN,Marlboro County Jetport,34.6217,-79.7344
BTO,Botopasi Airstrip,4.21751,-55.4471
BTP,Butler County Airport (K.W. Scholter Field),40.7769,-79.9497
BTQ,Butare Airport,-2.59583,29.7367
BTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496
BTS,M. R. Stefanik Airport,48.1702,17.2127
BTT,Bettles Airport,66.9139,-151.529
BTU,Bintulu Airport,3.12385,113.02
BTV,Burlington International Airport,44.4719,-73.1533
BTW,Batu Licin Airport,-3.41241,115.995
BTX,Betoota Airport,-25.6417,140.783
BTY,Beatty Airport,36.8611,-116.787
BTZ,Bursa Airport,40.2333,29.0092
BUA,Buka Island Airport,-5.42232,154.673
BUB,Cram Field,41.7767,-99.1497
BUC,Burketown Airport,-17.7486,139.534
BUD,Budapest Ferenc Liszt International Airport,47.4298,19.2611
BUF,Buffalo Niagara International Airport,42.9405,-78.7322
BUG,Benguela Airport (Gen. V. Deslandes Airport),-12.609,13.4037
BUI,Bokondini Airport,-3.6822,138.676
BUJ,Bou Saada Airport,35.3325,4.20639
BUK,Albuq Airport,17.3467,44.6217
BUL,Bulolo Airport,-7.21629,146.65
BUM,Butler Memorial Airport,38.2898,-94.3401
BUN,Gerardo Tobar Lopez Airport,3.81963,-76.9898
BUO,Burao Airport,9.5275,45.5549
BUP,Bathinda Airport (Bhisiana Air Force Station),30.2701,74.7558
BUQ,Joshua Mqabuko Nkomo International Airport,-20.0174,28.6179
BUR,Bob Hope Airport,34.2007,-118.359
BUS,Batumi International Airport (Alexander Kartveli Batumi Int'l Airport),41.6103,41.5997
BUT,Bathpalathang Airport,27.5622,90.7471
BUU,Muara Bungo Airport,-1.1278,102.135
